Strength Winning Deck,Strong Cards Power Winning Deck,Strongest Cards Power Winning Deck,Amount of Strong Cards Winning Deck,Amount of Strongest Cards Winning Deck,Count of plays
205,150,105,13,8,150
216,159,105,14,8,778
201,140,97,13,8,153
213,168,114,15,9,69
198,145,100,13,8,114
215,164,101,15,8,146
227,169,115,15,9,320
199,137,91,12,7,141
206,140,102,12,8,110
190,135,73,13,6,348
218,175,113,16,9,155
204,141,88,13,7,139
216,151,114,13,9,661
202,153,90,14,7,342
215,170,140,14,11,401
209,156,112,14,9,399
200,131,75,12,6,433
190,139,84,13,7,531
203,157,104,14,8,373
212,166,101,15,8,409
202,138,103,12,8,96
197,130,77,12,6,107
189,129,86,12,7,336
220,172,91,16,7,128
182,108,62,10,5,513
219,182,113,17,9,129
215,169,124,15,10,350
181,119,75,11,6,168
205,158,87,15,7,339
215,150,114,13,9,152
212,153,100,14,8,266
173,100,65,9,5,290
203,142,89,13,7,75
220,167,105,15,8,100
205,150,115,13,9,462
194,136,99,12,8,57
208,148,84,14,7,433
192,132,87,12,7,591
214,155,100,14,8,139
226,181,126,16,10,58
204,148,84,14,7,343
212,152,90,14,7,393
243,204,150,18,12,498
224,167,113,15,9,428
226,182,112,17,9,657
231,183,127,16,10,76
210,159,114,14,9,256
199,144,90,13,7,107
222,180,127,16,10,97
215,167,115,15,9,224
202,128,74,12,6,232
211,164,102,15,8,377
223,165,130,14,10,138
205,142,97,13,8,596
205,156,101,14,8,124
219,166,104,15,8,288
192,117,74,11,6,392
213,170,99,16,8,334
195,121,113,10,9,380
186,121,75,11,6,684
195,141,89,13,7,89
209,159,104,14,8,75
203,144,79,13,6,202
218,169,125,15,10,250
193,142,89,13,7,316
201,149,75,14,6,298
204,159,123,14,10,195
197,139,87,13,7,157
206,154,102,14,8,280
203,137,91,12,7,270
207,157,74,15,6,312
197,145,99,13,8,252
199,135,100,12,8,202
190,116,89,10,7,83
189,122,86,11,7,478
204,139,77,13,6,223
229,191,126,17,10,67
193,124,87,11,7,214
207,156,76,15,6,565
231,181,116,16,9,181
221,175,86,17,7,643
192,132,76,12,6,317
218,163,116,14,9,503
198,149,76,14,6,367
205,153,88,14,7,227
190,127,63,12,5,291
215,166,102,15,8,1498
212,176,103,16,8,158
228,170,125,15,10,509
213,163,100,15,8,466
221,179,137,16,11,381
203,151,88,14,7,330
217,173,100,16,8,591
208,153,88,14,7,160
235,186,141,16,11,52
218,171,125,15,10,198
198,138,83,13,7,507
212,158,86,15,7,267
184,117,65,11,5,151
200,144,90,13,7,200
198,130,75,12,6,534
225,190,124,17,10,443
212,153,115,13,9,254
228,178,116,16,9,113
240,195,150,17,12,477
209,153,101,14,8,917
202,144,90,13,7,275
193,141,85,13,7,233
189,134,89,12,7,456
228,176,138,15,11,64
191,123,77,11,6,436
189,138,85,13,7,182
219,168,98,16,8,543
215,154,111,14,9,458
220,179,105,16,8,90
218,173,100,16,8,322
226,178,117,16,9,245
217,174,101,16,8,409
188,127,64,12,5,272
186,120,75,11,6,592
232,189,127,17,10,325
204,141,116,12,9,92
212,157,101,14,8,112
205,158,85,15,7,235
227,187,128,17,10,102
201,147,103,13,8,70
220,183,112,17,9,141
198,137,85,13,7,404
224,169,115,15,9,150
193,137,112,12,9,572
189,121,77,11,6,204
220,162,127,14,10,132
217,169,124,15,10,346
213,148,92,13,7,83
213,160,97,15,8,181
216,170,80,16,6,112
227,178,150,15,12,80
198,146,85,14,7,550
234,197,127,18,10,130
208,144,91,13,7,244
202,157,123,14,10,481
212,167,114,15,9,218
196,130,76,12,6,371
220,171,107,15,8,92
216,168,78,16,6,129
196,143,88,13,7,378
215,162,123,14,10,126
204,143,88,13,7,403
216,150,116,13,9,83
192,141,78,13,6,590
244,217,153,19,12,78
218,169,125,15,10,306
205,147,111,13,9,189
204,143,100,13,8,425
198,145,98,13,8,423
235,195,139,17,11,70
235,196,122,18,10,168
197,133,87,12,7,301
206,143,89,13,7,201
218,158,129,13,10,60
199,138,86,13,7,849
205,143,126,12,10,106
208,156,103,14,8,93
233,198,137,18,11,92
208,159,114,14,9,325
243,207,136,19,11,191
206,145,74,14,6,335
217,166,113,15,9,108
195,135,98,12,8,183
231,188,153,16,12,70
198,135,63,13,5,190
177,114,62,11,5,287
198,149,77,14,6,135
201,141,79,13,6,162
227,185,137,16,11,336
212,157,102,14,8,343
222,165,127,14,10,451
216,164,112,15,9,275
224,175,139,15,11,182
213,162,124,14,10,398
201,133,87,12,7,545
219,188,123,17,10,184
198,128,63,12,5,385
208,147,101,13,8,280
216,161,115,14,9,196
222,179,116,16,9,139
225,179,126,16,10,159
215,158,102,14,8,216
201,137,101,12,8,218
189,119,63,11,5,376
221,175,122,16,10,93
232,183,138,16,11,119
197,136,89,12,7,584
219,166,104,15,8,125
207,148,90,13,7,203
222,170,126,15,10,202
202,135,91,12,7,217
198,137,102,12,8,244
247,214,152,19,12,495
221,179,90,17,7,488
202,144,97,13,8,238
196,148,110,13,9,501
200,135,89,12,7,251
217,166,139,14,11,83
215,155,129,13,10,59
206,150,88,14,7,157
214,154,128,13,10,84
217,167,103,15,8,105
221,183,139,16,11,179
197,138,102,12,8,303
209,150,85,14,7,262
219,159,126,14,10,284
220,167,140,14,11,48
221,172,115,15,9,59
213,158,113,14,9,291
209,154,89,14,7,268
218,176,113,16,9,481
223,172,126,15,10,211
226,184,104,17,8,551
225,172,127,15,10,89
226,177,142,15,11,53
196,140,87,13,7,342
230,183,136,16,11,200
219,170,116,15,9,71
215,166,110,15,9,251
211,157,103,14,8,100
215,177,112,16,9,140
202,137,102,12,8,896
215,161,124,14,10,328
207,163,99,15,8,272
197,140,86,13,7,413
224,171,115,15,9,257
218,171,125,15,10,116
223,155,128,13,10,95
197,138,112,12,9,455
222,172,128,15,10,66
225,172,127,15,10,117
210,157,106,14,8,80
201,141,114,12,9,90
225,176,112,16,9,243
187,120,77,11,6,168
196,142,86,13,7,559
234,188,149,16,12,164
204,139,76,13,6,230
215,156,100,14,8,173
207,151,87,14,7,256
221,173,117,15,9,83
197,147,111,13,9,110
210,149,98,14,8,185
233,187,139,16,11,49
201,124,78,11,6,139
207,158,103,14,8,299
221,171,116,15,9,194
212,156,103,14,8,129
203,143,100,13,8,212
229,200,128,18,10,174
203,150,98,14,8,105
220,165,103,15,8,140
219,166,102,15,8,207
227,166,130,14,10,300
215,140,112,12,9,263
211,161,99,15,8,275
220,163,110,15,9,188
237,191,128,17,10,174
220,167,112,15,9,489
204,142,114,12,9,649
202,142,88,13,7,120
204,140,88,13,7,596
229,196,149,17,12,353
199,142,90,13,7,146
203,142,114,12,9,610
187,131,88,12,7,334
173,107,62,10,5,142
212,157,102,14,8,134
212,153,79,14,6,222
218,163,115,14,9,669
243,210,137,19,11,474
204,141,86,13,7,342
200,137,65,13,5,568
194,128,109,11,9,431
226,193,123,18,10,214
213,163,100,15,8,111
236,208,126,19,10,152
203,150,96,14,8,722
215,163,98,15,8,221
214,148,103,13,8,143
226,171,137,15,11,107
235,194,128,17,10,47
198,147,74,14,6,637
210,154,101,14,8,259
227,185,114,17,9,115
206,144,97,13,8,336
207,152,97,14,8,373
205,148,113,13,9,124
211,163,110,15,9,149
180,117,61,11,5,559
210,163,102,15,8,185
218,171,118,15,9,56
209,148,112,13,9,380
224,183,137,16,11,271
198,131,87,12,7,378
232,192,113,18,9,265
199,136,101,12,8,112
229,181,140,16,11,212
212,162,101,15,8,163
202,150,88,14,7,114
189,126,74,12,6,466
221,180,136,16,11,67
199,142,88,13,7,205
201,145,98,13,8,737
221,168,102,15,8,222
205,155,94,15,8,538
222,170,125,15,10,118
207,158,125,14,10,224
186,119,91,10,7,129
218,181,119,16,9,127
195,137,76,13,6,189
223,168,113,15,9,653
185,127,75,12,6,283
198,144,101,13,8,159
217,164,103,15,8,137
215,165,112,15,9,383
230,178,141,15,11,61
206,148,112,13,9,232
197,132,62,13,5,132
186,125,53,12,4,447
199,143,99,13,8,337
226,193,113,18,9,254
222,175,138,15,11,860
223,179,127,16,10,178
220,176,113,16,9,148
207,152,88,14,7,136
182,131,50,13,4,657
220,169,114,15,9,428
229,182,128,16,10,134
200,142,87,13,7,279
209,156,90,14,7,336
192,127,72,12,6,932
219,180,99,17,8,110
212,153,101,14,8,366
205,148,76,14,6,255
225,176,124,16,10,398
214,163,100,15,8,339
211,159,113,14,9,116
209,162,127,14,10,95
224,171,117,15,9,507
221,162,115,14,9,157
199,150,88,14,7,481
220,177,114,16,9,421
201,136,100,12,8,540
202,150,114,13,9,52
200,141,96,13,8,270
229,178,152,15,12,68
215,152,114,13,9,687
212,157,86,15,7,227
201,139,85,13,7,465
232,180,126,16,10,182
201,146,75,14,6,376
203,142,88,13,7,565
194,146,85,14,7,214
215,167,114,15,9,172
228,179,115,16,9,288
216,154,100,14,8,217
184,123,104,10,8,137
218,168,115,15,9,265
181,131,61,13,5,178
211,173,101,16,8,901
216,174,130,15,10,223
195,129,74,12,6,310
222,176,124,16,10,93
221,181,127,16,10,94
186,112,85,10,7,418
207,150,104,13,8,241
205,151,97,14,8,417
213,164,139,14,11,176
210,151,97,14,8,241
207,158,105,14,8,266
216,169,124,15,10,472
219,157,112,14,9,170
209,167,113,15,9,240
216,169,116,15,9,128
207,147,110,13,9,580
202,136,89,12,7,1148
223,175,139,15,11,230
218,174,112,16,9,156
201,149,85,14,7,265
228,178,114,16,9,587
199,134,86,12,7,139
200,147,85,14,7,322
202,140,76,13,6,297
199,142,78,13,6,588
233,196,124,18,10,228
204,157,113,14,9,67
189,120,39,12,3,192
225,171,116,15,9,113
219,169,124,15,10,112
226,185,111,17,9,314
201,151,79,14,6,178
221,171,98,16,8,293
223,177,114,16,9,113
205,162,101,15,8,148
205,148,111,13,9,218
188,134,63,13,5,163
222,182,137,16,11,461
197,131,88,12,7,439
206,158,103,14,8,115
206,155,90,14,7,401
215,159,115,14,9,429
212,160,113,14,9,432
191,125,89,11,7,191
214,156,113,14,9,330
222,178,112,16,9,320
222,171,126,15,10,86
214,175,111,16,9,431
204,142,87,13,7,400
193,134,89,12,7,110
228,183,126,16,10,425
213,163,101,15,8,446
190,121,77,11,6,112
215,167,102,15,8,102
241,197,140,17,11,309
217,173,126,15,10,537
205,159,88,15,7,346
202,145,99,13,8,431
204,146,74,14,6,385
214,154,134,13,11,279
222,174,102,16,8,893
213,150,115,13,9,390
196,131,88,12,7,543
220,166,122,15,10,130
220,180,108,17,9,264
222,166,139,14,11,77
230,194,113,18,9,229
181,117,62,11,5,508
218,188,125,17,10,63
194,133,87,12,7,502
241,202,139,18,11,526
224,172,136,15,11,413
212,169,123,15,10,105
227,175,113,16,9,181
213,170,114,15,9,273
221,183,147,16,12,476
214,173,100,16,8,281
208,159,85,15,7,506
189,115,87,10,7,253
227,181,127,16,10,102
228,180,135,16,11,282
191,139,92,12,7,216
206,160,123,14,10,246
196,148,87,14,7,317
213,170,100,16,8,202
208,164,100,15,8,589
197,138,84,13,7,234
217,164,128,14,10,177
237,195,148,17,12,743
216,153,111,14,9,350
223,167,104,15,8,296
215,166,102,15,8,84
211,155,100,14,8,221
227,182,136,16,11,328
207,163,101,15,8,162
196,133,90,12,7,270
212,155,101,14,8,406
186,125,79,11,6,169
217,163,101,15,8,279
190,134,87,12,7,196
211,138,101,12,8,576
214,152,115,13,9,1083
178,120,50,12,4,236
208,152,100,14,8,667
218,166,112,15,9,657
210,159,125,14,10,618
208,161,108,15,9,436
204,159,105,14,8,206
221,172,99,16,8,156
213,158,112,14,9,203
213,154,99,14,8,105
231,197,105,18,8,359
217,174,126,15,10,45
206,151,113,13,9,243
209,153,99,14,8,180
192,125,109,11,9,369
191,146,90,13,7,120
222,183,122,17,10,88
175,110,39,11,3,167
205,145,100,13,8,547
226,174,147,15,12,137
206,146,102,13,8,82
247,208,154,18,12,49
228,191,137,17,11,163
215,163,98,15,8,128
197,126,99,11,8,629
212,150,114,13,9,147
202,137,102,12,8,324
230,179,125,16,10,96
194,125,89,11,7,1027
228,182,103,17,8,114
191,132,80,12,6,131
204,143,88,13,7,221
218,177,114,16,9,1101
211,168,115,15,9,191
211,151,124,13,10,630
202,153,97,14,8,180
191,138,76,13,6,1060
205,141,100,13,8,366
225,179,115,16,9,104
202,153,99,14,8,342
217,176,113,16,9,162
213,167,115,15,9,133
209,155,101,14,8,376
222,172,100,16,8,428
184,120,86,11,7,528
209,147,104,13,8,88
216,159,103,14,8,218
220,174,138,15,11,67
226,175,101,16,8,434
210,158,74,15,6,475
206,149,114,13,9,93
201,138,111,12,9,255
220,163,101,15,8,598
217,161,116,14,9,100
200,140,84,13,7,261
238,206,153,18,12,405
212,158,101,14,8,85
208,166,110,15,9,54
208,153,90,14,7,96
222,176,139,15,11,630
210,157,102,14,8,150
211,153,98,14,8,311
197,143,88,13,7,133
204,143,87,13,7,406
209,146,92,13,7,277
201,136,91,12,7,117
204,144,100,13,8,656
215,160,114,14,9,320
207,146,109,13,9,623
216,167,113,15,9,196
203,161,113,14,9,266
219,175,128,15,10,73
198,146,73,14,6,434
233,191,138,17,11,206
207,161,90,15,7,165
202,145,110,13,9,317
215,175,112,16,9,309
208,153,90,14,7,403
212,166,111,15,9,777
220,168,105,15,8,76
208,153,110,14,9,158
189,116,73,11,6,441
227,183,118,16,9,51
214,156,102,14,8,210
206,146,110,13,9,579
203,137,100,12,8,254
200,127,74,12,6,198
211,159,103,14,8,183
208,158,103,14,8,495
187,116,63,11,5,209
211,158,103,14,8,190
228,181,136,16,11,50
224,168,113,15,9,410
211,154,101,14,8,232
199,139,103,12,8,130
202,160,87,15,7,139
184,118,90,10,7,329
231,191,126,17,10,375
212,159,117,14,9,96
195,130,75,12,6,1002
244,210,129,19,10,52
173,118,38,12,3,476
197,139,111,12,9,129
212,152,100,14,8,156
199,145,85,14,7,400
218,181,137,16,11,242
191,135,83,13,7,663
192,131,75,12,6,517
212,154,102,14,8,299
192,126,99,11,8,420
222,160,115,14,9,520
231,180,126,16,10,76
206,152,90,14,7,91
217,172,116,15,9,214
188,130,86,12,7,806
237,193,136,17,11,170
206,162,110,15,9,202
202,150,85,14,7,116
199,130,112,11,9,260
195,150,87,14,7,210
191,137,75,13,6,404
213,156,104,14,8,125
215,155,92,14,7,427
208,140,122,12,10,800
243,205,151,18,12,148
227,171,125,15,10,243
188,121,76,11,6,407
214,164,109,15,9,204
221,183,122,17,10,742
217,181,111,17,9,489
226,177,115,16,9,477
201,153,89,14,7,229
200,147,101,13,8,284
218,161,88,15,7,282
214,156,112,14,9,263
209,174,101,16,8,701
196,133,87,12,7,569
200,141,86,13,7,709
211,153,89,14,7,162
204,145,64,14,5,673
213,156,110,14,9,557
218,169,124,15,10,114
224,174,126,15,10,390
209,160,97,15,8,353
209,156,119,13,9,116
231,202,148,18,12,182
195,135,97,12,8,234
221,180,89,17,7,222
176,114,50,11,4,995
203,154,91,14,7,175
199,140,86,13,7,303
200,137,86,13,7,1362
219,176,103,16,8,181
210,148,104,13,8,225
201,147,101,13,8,165
180,100,54,9,4,200
223,174,104,16,8,113
231,187,115,17,9,77
213,151,89,14,7,693
194,127,89,11,7,322
208,163,136,14,11,130
216,155,91,14,7,404
203,152,99,14,8,160
210,155,91,14,7,126
198,143,89,13,7,461
211,154,111,14,9,612
199,139,77,13,6,578
226,193,139,17,11,138
237,204,151,18,12,267
199,145,99,13,8,197
196,135,92,12,7,319
210,165,102,15,8,130
213,164,103,15,8,302
246,199,154,17,12,61
223,180,116,16,9,90
213,170,115,15,9,154
193,132,88,12,7,120
226,185,151,16,12,113
215,155,102,14,8,323
220,179,124,16,10,126
216,163,128,14,10,76
217,154,125,13,10,158
222,174,128,15,10,254
220,165,110,15,9,128
216,168,114,15,9,469
186,125,71,12,6,283
209,161,89,15,7,222
237,190,117,17,9,130
197,146,85,14,7,175
199,144,89,13,7,426
211,162,97,15,8,203
230,184,129,16,10,364
213,153,127,13,10,163
221,176,121,16,10,296
203,133,99,12,8,401
203,161,91,15,7,108
207,156,84,15,7,422
200,145,101,13,8,139
213,164,112,15,9,566
215,168,112,15,9,300
215,158,102,14,8,210
184,113,76,10,6,447
217,181,100,17,8,223
207,160,113,14,9,107
184,133,60,13,5,347
215,166,114,15,9,95
196,133,79,12,6,191
204,159,77,15,6,348
216,158,124,14,10,98
224,183,112,17,9,405
210,162,98,15,8,262
182,118,64,11,5,368
202,157,102,14,8,181
216,153,99,14,8,319
222,175,114,16,9,260
211,148,112,13,9,343
226,194,131,17,10,90
233,189,127,17,10,73
177,115,61,11,5,137
212,150,97,14,8,280
189,130,75,12,6,466
209,151,124,13,10,467
198,142,88,13,7,366
199,151,104,13,8,966
205,148,113,13,9,97
205,145,100,13,8,411
249,201,139,18,11,200
210,155,103,14,8,285
199,139,76,13,6,395
210,159,86,15,7,171
186,120,84,11,7,531
216,177,113,16,9,162
183,115,61,11,5,192
225,170,127,15,10,77
208,153,110,14,9,246
223,172,127,15,10,150
214,151,104,13,8,262
214,162,109,15,9,524
225,179,125,16,10,778
213,159,111,14,9,398
194,133,88,12,7,169
205,146,92,13,7,74
207,149,104,13,8,244
207,156,81,14,6,133
200,150,103,13,8,511
187,118,100,10,8,142
223,177,104,16,8,92
214,173,114,16,9,242
210,145,99,13,8,337
198,134,88,12,7,132
239,178,125,16,10,67
206,171,100,16,8,389
222,169,114,15,9,301
182,111,75,10,6,654
223,173,128,15,10,117
219,175,112,16,9,153
221,172,125,15,10,171
231,182,128,16,10,129
206,157,104,14,8,109
210,155,103,14,8,94
211,158,112,14,9,204
242,197,150,17,12,108
201,146,99,13,8,239
231,187,140,16,11,153
220,178,114,16,9,119
229,175,139,15,11,253
199,143,98,13,8,635
219,175,113,16,9,125
248,223,151,20,12,756
206,152,89,14,7,365
210,156,75,15,6,260
204,157,105,14,8,81
186,122,86,11,7,275
214,163,100,15,8,294
200,141,114,12,9,209
207,149,96,14,8,298
209,165,113,15,9,295
191,129,85,12,7,255
203,139,112,12,9,377
228,169,115,15,9,279
210,155,101,14,8,627
214,159,111,14,9,202
211,167,97,16,8,910
242,195,139,17,11,1126
216,156,102,14,8,227
190,129,86,12,7,307
218,177,88,17,7,213
200,144,100,13,8,170
229,190,137,17,11,285
197,134,90,12,7,124
217,153,98,14,8,330
213,161,88,15,7,167
200,149,86,14,7,342
198,147,76,14,6,138
198,136,110,12,9,297
223,179,114,16,9,89
216,178,114,16,9,131
223,165,101,15,8,185
182,108,65,10,5,96
226,174,137,15,11,206
221,159,103,14,8,226
219,169,89,16,7,163
222,167,123,15,10,174
244,202,150,18,12,116
206,166,112,15,9,96
230,177,124,16,10,190
199,135,88,12,7,422
218,177,115,16,9,107
187,134,73,13,6,308
234,184,118,16,9,68
201,150,87,14,7,499
223,172,126,15,10,84
205,133,87,12,7,300
173,112,51,11,4,197
226,188,99,18,8,1124
211,155,101,14,8,308
190,145,74,14,6,209
213,152,87,14,7,475
225,185,113,17,9,127
223,174,103,16,8,87
209,150,111,13,9,553
202,152,97,14,8,149
198,147,102,13,8,379
206,145,101,13,8,386
220,161,116,14,9,76
230,199,135,18,11,247
191,128,75,12,6,446
214,172,110,16,9,420
213,154,99,14,8,160
198,123,98,11,8,371
223,167,113,15,9,69
203,161,109,15,9,136
239,200,148,18,12,188
218,161,142,13,11,165
215,162,117,14,9,78
212,168,77,16,6,260
183,115,62,11,5,265
204,147,75,14,6,265
191,141,86,13,7,190
214,156,113,14,9,369
214,156,100,14,8,258
221,174,103,16,8,387
229,167,139,14,11,112
225,170,125,15,10,191
196,125,88,11,7,398
197,135,83,13,7,288
211,162,89,15,7,598
210,154,100,14,8,250
204,158,104,14,8,102
220,181,138,16,11,223
207,154,90,14,7,742
216,152,103,13,8,128
224,167,123,15,10,160
194,128,73,12,6,560
177,96,48,9,4,440
207,139,103,12,8,789
205,151,112,13,9,552
212,159,115,14,9,75
210,151,117,13,9,87
213,154,110,14,9,552
207,145,89,13,7,203
199,146,86,14,7,505
203,152,100,14,8,167
192,141,85,13,7,141
241,212,150,19,12,128
230,174,138,15,11,86
216,153,116,13,9,102
208,159,113,14,9,177
228,182,128,16,10,561
195,136,75,13,6,167
205,148,101,13,8,313
220,172,99,16,8,171
214,162,89,15,7,149
241,196,152,17,12,74
204,155,99,14,8,345
224,171,136,15,11,582
222,175,114,16,9,1107
189,123,86,11,7,866
207,160,85,15,7,443
207,152,74,15,6,161
235,190,145,17,12,1309
237,194,140,17,11,42
198,138,104,12,8,194
203,140,114,12,9,402
191,128,102,11,8,298
188,124,96,11,8,624
221,170,115,15,9,226
208,168,78,16,6,196
227,190,117,17,9,88
236,183,126,16,10,370
206,139,76,13,6,180
212,157,112,14,9,562
210,151,114,13,9,113
199,129,76,12,6,238
199,136,65,13,5,232
217,164,101,15,8,164
225,179,126,16,10,179
196,137,99,12,8,174
199,136,99,12,8,328
221,177,114,16,9,169
221,161,127,14,10,160
204,157,112,14,9,74
228,167,138,14,11,72
221,169,115,15,9,292
218,182,138,16,11,168
205,165,115,15,9,153
201,156,86,15,7,264
243,208,162,18,13,71
186,133,97,12,8,418
241,195,140,17,11,62
227,180,126,16,10,373
213,166,113,15,9,411
203,136,110,12,9,261
234,192,138,17,11,66
211,153,90,14,7,945
203,143,79,13,6,130
185,121,79,11,6,338
212,160,127,14,10,65
203,151,89,14,7,649
199,139,101,12,8,578
191,131,66,12,5,166
231,171,162,14,13,86
204,140,86,13,7,176
214,166,111,15,9,540
204,147,111,13,9,281
222,174,137,15,11,76
205,133,87,12,7,201
205,158,121,14,10,596
202,145,109,13,9,586
204,144,99,13,8,267
207,156,112,14,9,67
216,157,122,14,10,532
222,157,102,14,8,507
200,136,74,13,6,119
205,151,115,13,9,237
201,149,86,14,7,225
201,136,89,12,7,175
192,141,61,14,5,150
211,154,90,14,7,690
193,137,102,12,8,653
220,170,125,15,10,167
222,176,149,15,12,102
186,131,79,12,6,504
221,169,98,16,8,481
206,163,89,15,7,481
197,137,55,13,4,127
221,174,112,16,9,156
221,173,103,16,8,562
201,149,97,14,8,663
200,135,74,13,6,645
201,146,100,13,8,330
192,136,75,13,6,248
211,144,90,13,7,254
188,123,78,11,6,100
222,181,111,17,9,728
233,182,138,16,11,237
201,142,88,13,7,355
184,123,88,11,7,108
195,135,74,13,6,331
220,159,101,14,8,791
218,169,117,15,9,260
224,179,113,16,9,142
203,154,99,14,8,129
217,167,116,15,9,88
196,136,63,13,5,165
210,162,89,15,7,250
216,164,104,15,8,263
237,193,139,17,11,175
221,176,114,16,9,126
209,158,101,14,8,270
233,188,124,17,10,296
217,167,128,14,10,133
186,118,62,11,5,908
220,165,128,14,10,302
215,154,126,13,10,144
216,168,123,15,10,249
211,162,99,15,8,149
210,159,88,15,7,109
205,153,100,14,8,125
200,146,110,13,9,188
189,117,73,11,6,313
217,161,126,14,10,357
222,185,115,17,9,74
202,147,102,13,8,77
229,194,139,17,11,50
218,176,103,16,8,676
230,199,148,18,12,682
206,141,103,12,8,68
203,157,86,15,7,132
203,147,102,13,8,187
204,140,96,13,8,491
207,155,89,14,7,390
231,183,138,16,11,98
204,152,89,14,7,169
236,200,125,18,10,109
197,137,75,13,6,332
199,150,78,14,6,151
219,167,113,15,9,132
198,131,86,12,7,310
206,145,73,14,6,232
216,183,93,17,7,106
235,184,138,16,11,268
204,144,101,13,8,1051
195,140,76,13,6,122
201,134,80,12,6,236
219,165,101,15,8,1087
217,171,125,15,10,399
211,166,112,15,9,122
213,164,90,15,7,884
198,139,76,13,6,339
212,158,123,14,10,239
228,185,113,17,9,174
196,137,100,12,8,468
207,150,114,13,9,123
170,104,41,10,3,513
213,170,124,15,10,731
218,169,114,15,9,97
211,167,97,16,8,427
211,156,113,14,9,76
206,139,74,13,6,447
216,160,123,14,10,407
209,142,96,13,8,1024
199,130,87,12,7,631
217,163,110,15,9,138
219,173,111,16,9,698
230,187,115,17,9,61
190,133,98,12,8,431
222,178,127,16,10,267
180,120,51,12,4,331
212,165,101,15,8,162
211,162,99,15,8,112
215,170,78,16,6,397
189,128,76,12,6,307
202,125,89,11,7,160
210,164,102,15,8,128
231,185,152,16,12,343
227,187,135,17,11,75
216,156,117,13,9,185
199,136,102,12,8,479
220,171,98,16,8,437
207,161,100,15,8,184
215,166,77,16,6,359
223,174,126,15,10,71
204,149,103,13,8,79
224,192,128,17,10,63
203,129,77,12,6,96
198,150,89,14,7,344
